bn:00000086n	[tag, sonnentag, solartag, awake-time_period, bürgerlicher_tag, kalendertag, kalendertage, mittlerer_sonnentag, si-tag, subjektiver_tag, tageslichtdauer, tageslänge, taglänge, wahrer_sonnentag, 24-stunden-intervall, 24_stunden, 24_stunden_zeit, mittlere_sonnentag, mittlere_sonnenzeit_tag, tage]	475
bn:00114248r	[statt]	473
bn:00084733v	[denken, grübeln, nachdenken, nachsinnen, reflektieren, sinnen, sinnieren, überlegen]	472
bn:00089666v	[ansteigen, anwachsen, steigen, wachsen, zunehmen]	469
bn:00114171r	[noch_einmal, wieder]	463
bn:00084079v	[reduzieren]	456
bn:00114245r	[bereits, schon]	451
bn:00116861r	[]	447
bn:00086370v	[entscheiden, beschließen]	447
bn:00063351n	[politik, politisch, gedächtnispolitik, politische_beziehung, politische_frage, politischen]	447
bn:00028872n	[droge, rauschgift, rauschmittel, rauschdroge, drogen, drogenkonsum, harte_droge, harte_drogen, illegale_droge, legale_droge, pflanzendroge, pflanzendrogen, rauschdrogen, rauschgifte, suchtgift, suchtmittel, medikament]	447
bn:00063349n	[politische_bewegung]	446
bn:00014098n	[george_w._bush, george_walker_bush, präsident_george_w._bush, dubya, bush,_george_w., bush_jr., george_bush, präsident_bush, us-präsident_bush, us-präsident_george_w._bush, bush_junior, g._w._bush, g.w._bush, dubyuh]	446
bn:00082475v	[zustimmen, einverstanden_sein, übereinstimmen]	444
bn:00115639r	[hier]	444
bn:00102920a	[]	443
bn:00014710n	[monat, kalendermonat, monate]	443
bn:00080439n	[krieg, kriegsführung, bewaffneter_konflikt, kriegführung, orlog, kriegskunst, operative_kunst, grenzkrieg, kriegsplan, kriegswesen, symmetrische_kriegführung, symmetrische_kriegsführung, symmetrischer_krieg, kriege, militärischen_konflikt]	440
bn:00085016v	[behaupten]	439
bn:00094836v	[]	438
bn:00089660v	[]	437
bn:00024943n	[nordkorea, demokratische_volksrepublik_korea, dvrk, bukhan, chosŏn_minjujuŭi_inmin_konghwaguk, dprk, dvr_korea, kdvr, koreanische_demokratische_volksrepublik, koreanische_volksdemokratische_republik, nord-korea, verwaltungsgliederung_nordkoreas, d.p.r.k.]	436
bn:00018346n	[kinder, kind, schüler, vor_der_pubertät, vorpubertären]	434
bn:00111411a	[]	430
bn:00085711v	[kämpfen]	427
bn:00043484n	[woche, 7-tage-woche, arbeitswoche, jahreswoche, kalenderwoche, wochenanfang, hebdomad]	425
bn:00041113n	[republikanische_partei, g.o.p., grand_old_party, republican_party, republicans, republikanische_partei_der_usa, united_states_republican_party, gop]	422
bn:00104162a	[hoch]	421
bn:00088912v	[bewegen, sich_bewegen, gehen, reisen]	420
bn:00046143n	[belang, wichtigkeit, bedeutung]	419
bn:00016403n	[klage, fall, rechtsstreit, prozess, gerichtsverfahren, rechtsfall, rechtssache, antrag, gerichtsfall, klagerecht, klageschrift, klageverfahren, zivilklage, causa, kausalität, klagen, pre-trial, prozessparteien, ursache, ursache_system, verklagt, zivilgericht]	418
bn:00057563n	[zeitung, abendzeitung, tageszeitung, papier, presse, dokument, zeitungspapier, gazette, zeitungsartikel, lokalzeitung, zeitungen]	415
bn:00114418r	[mindestens]	410
bn:00083193v	[kosten]	410
bn:00087612v	[bedrohen, drohen, gefährden, in_gefahr_bringen]	410
bn:00084331v	[kaufen, erstehen]	409
bn:00084198v	[bauen, konstruieren, erzeugen, herstellen, machen, produzieren]	409
bn:00114250r	[immer]	408
bn:00099475a	[sicher, gewiss, unzweifelhaft, zweifellos]	407
bn:00001803n	[afghanistan, islamische_republik_afghanistan, islamischer_staat_afghanistan, afghanestan, afghānestān, جمهوری_اسلامی_افغانستان, islamischen_staates_afghanistan]	406
bn:00086797v	[unterscheiden_sich]	404
bn:00095812v	[arbeiten, schaniegeln]	401
bn:00092424v	[lesen]	399
bn:00114427r	[]	397
bn:00114281r	[dann, danach]	395
bn:00035907n	[art, sorte, form]	394
bn:00114039r	[]	394
bn:00090448v	[schauen]	391
bn:00034394n	[anzahl]	391
bn:00090224v	[stellen, einordnen, legen, platzieren]	389
bn:00013235n	[programm, sendung]	389
bn:00076923n	[]	388
bn:00005513n	[flächeninhalt, fläche, oberflächeninhalt, querschnittsfläche]	384
bn:00086567v	[zeigen, beweisen, demonstrieren, prüfen, zu_demonstrieren]	382
bn:00032892n	[haushalt, privathaushalt, einzelhaushalt, gemeinsamer_haushalt, geschäftshaushalt, privater_haushalt, privathaushalte, familie, haushalte]	377
bn:00050371n	[führer, leiter]	376
bn:00093472v	[verkaufen, vertreiben, veräußern]	371
bn:00047679n	[israel, staat_israel, medinat_israel, yisrael]	371
bn:00007146n	[nichts, null, nix, überhaupt_nichts, 0, nichtsein, gänseei, irgend_etwas, nada, nixe, zilch, zippo]	369
bn:00077462n	[heute]	369
bn:00082553v	[verändern, ändern, abändern, modifizieren, umändern]	368
bn:00082755v	[streiten]	366
bn:00001734n	[sache, affäre]	364
bn:00036202n	[frankreich, fr, französische_republik, republik_frankreich, französisch_republik]	364
bn:00083240v	[betreffen, sich_beziehen_auf, beziehen]	361
bn:00082817v	[fragen]	360
bn:00026814n	[schrägstrich, /, schräger, separatrix, solidus, virgule]	360
bn:00076919n	[]	357
bn:00091876v	[]	354
bn:00084710v	[aufhören]	354
bn:00106936a	[mehr]	353
bn:00114079r	[fast, beinahe, nahezu]	353
bn:00114282r	[et_cetera, etc., und_so_weiter, usw., etc, so_weiter]	352
bn:00090485v	[verlieren]	352
bn:00083369v	[glauben]	351
bn:00000728n	[pakt, abkommen, völkerrechtlicher_vertrag, vertrag, internationale_vereinbarung, protokoll, internationaler_vertrag, abschluss_völkerrechtlicher_verträge, internationales_übereinkommen, völkerrechtliche_verträge, völkerrechtsvertrag, völkervertragsrecht, pacte, vertragsstaat, vertragsstaaten, vertragsvölkerrecht, völkervertrag, verträge]	351
bn:00082665v	[erwarten]	350
bn:00082285v	[handeln]	349
bn:00089384v	[aufrechterhalten, beibehalten, unterhalten, warten, halten]	346
bn:00036538n	[freund, freundin]	346
bn:00095633v	[]	344
bn:00023807n	[straftat, verbrechen, kernkriminell, kleinkriminalität, kriminell, kriminelle, massenkriminalität, schiefe_bahn, schwerstkriminalität, verbrecher, verbrecherin, illegalen_aktivitäten, kriminelle_aktivitäten, kriminelle_handlung, kriminellen_aktivitäten, rechts-breaking]	343
bn:00033729n	[weg, mode, modus, stil, weise]	341
bn:00029170n	[länge]	341
bn:00087372v	[ausgeben, spendieren]	340
bn:00047607n	[pakistan, westpakistan, islamische_republik_pakistan, pakistani, republik_pakistan, پاکستان, islamischen_republik_pakistan, west-pakistan]	340
bn:00082981v	[befürworten]	339
bn:00089277v	[hören]	339
bn:00100790a	[aktuellen]	337
bn:00855623n	[wahrheitswert, denotationsfunktion, wahheitswertemenge, logischen_wert, wahrheit_wert]	336
bn:00095777v	[gewinnen]	336
bn:00109521a	[]	336
bn:00032645n	[einrichtung, vorrichtung, installationskünstler, kunst-installationen, kunstinstallation]	334
bn:00082426v	[beeinflussen, beeinträchtigen, einwirken]	332
bn:00045800n	[idee, einfallsreichtum, ideell, gedanke]	331
bn:00106954a	[meisten]	331
bn:00116501r	[]	329
bn:00115274r	[übermäßig, zu]	328
bn:00102277a	[komplett, total]	327
bn:00087617v	[überleben, aushalten, ertragen, dauern, leben]	326
bn:00032654n	[tatsache, faktum]	326
bn:00083141v	[begründen, etablieren, festlegen, festsetzen]	325
bn:00086557v	[präsentieren, zeigen, zu_demonstrieren]	323
bn:00071103n	[schiff, depotschiff, schinakl, seeschiff, schiffe]	323
bn:00085614v	[heiraten, ehelichen]	322
bn:00078393n	[truppe]	322
bn:00031722n	[ethnische_gruppe, ethnie, sippe, volksgruppe, ethnos, ethnisch, untergruppe, ethnische_gliederung, subethnie, superethnie, völkergruppe, ethnien, ethnische_identität, ethnischen_gruppen, kulturelle_gruppe]	321
bn:00095375v	[verstehen]	319
bn:00082846v	[sich_versammeln, zu_treffen]	316
bn:00082233v	[beschreiben, berichten]	315
bn:00087517v	[]	314
bn:00085710v	[]	314
bn:00092823v	[]	314
bn:00102336a	[gleich]	313
bn:00063330n	[policy, politikfeld, politik]	313
bn:00001082n	[terrorismus, terroranschlag, terroristen, grauer_krieg, homegrown-terrorismus, homegrown_terrorism, internationaler_terrorismus, linker_terror, linksterrorismus, terror_von_links, terrorakt, terrorangriff, terrorist, terroristin, terroristisch, terroristischer_anschlag, terrorzelle, akt_des_terrorismus]	312
bn:00084231v	[finden]	311
bn:00027546n	[krankheit, morbidität, erkrankungsrate, krankheitsrate, morbiditätsrate, erkrankung, gebrechen, gesundheitsstörung, krankheitsverhalten, krankheitswert, wehleiden, krank, krankheitsbild, kranker, ungesundheit, krankheiten, medizinische_störung]	311
bn:00060767n	[region]	310
bn:00089260v	[führen, leiten]	310
bn:00047600n	[islam, mohammedanismus, muslimische_religion, religion_der_muslime, die_fünf_säulen_des_islams, fünf_säulen, fünf_säulen_des_islam, islamisch, islamische_richtung, mohammedanertum, moslemisch, muslimisch, muslimischer_glaube, sechs_glaubensartikel, säulen_des_islam, islami, islamischen, islamismus, islamisten, militanten_islam, muhammadanism]	309
bn:00076789n	[wahrheit, der_wahre]	309
bn:00087732v	[gründen, eröffnen, herstellen, niederlassen]	309
bn:00030858n	[engineering, toningenieur, audio-editor, audio_engineering, technologie, toningenieure, tontechnik, tontechniker]	308
bn:00082646v	[antworten]	307
bn:00084711v	[enden]	307
bn:00058259n	[atomkern, atomkernradius, kernmodell, kernmaterie, atomkerne, atomwissenschaftler]	307
bn:00106995a	[viel]	307
bn:00087864v	[sich_fühlen]	307
bn:00087441v	[leben, wohnen, besiedeln, bevölkern]	306
bn:00037247n	[organisierte_kriminalität, organisiertes_verbrechen, gangdom, gangland, kriminelle_organisationen, kriminellen_unterwelt, organisierten_kriminalität, verbrechersyndikate]	304
bn:00082596v	[analysieren, studieren, zu_analysieren]	303
bn:00098723a	[]	302
bn:00115640r	[hier]	300
bn:00055322n	[lenkflugkörper, lenkrakete, lenkraketen-kreuzer, raketen]	300
bn:00089625v	[]	299
bn:00091139v	[]	297
bn:00084385v	[nennen, benennen]	294
bn:00094650v	[austauschen, schalten, tauschen, vertauschen, wechseln]	294
bn:00071869n	[sachlage, situation, lage, zustand]	293
bn:00015409n	[fähigkeit]	292
bn:00000356n	[behausung, wohnung, zuhause, wohnhaus, haus, heim, domizil, elternhaus, nest, wohnsitz, wohnstätte, wohnbau, tierbau, tierbehausung, ort, privaten_residenz, wohnungen]	291
bn:00086683v	[hoffen]	290
bn:00085522v	[]	290
bn:00102466a	[alle, jede, jeder, jedes]	288
bn:00082740v	[zu_genehmigen]	287
bn:00085415v	[darauf_hinweisen]	286
bn:00035770n	[kräfte]	285
bn:00105739a	[]	283
bn:00082995v	[]	281
bn:00108488a	[persönlich, persönlichen]	281
bn:00087798v	[]	281
bn:00115504r	[wirklich, aufrichtig, echt, ernsthaft, tatsächlich, wahrhaft]	280
bn:00031896n	[europa, europäisch, religion_in_europa, religionen_in_europa]	280
bn:00088854v	[danken]	279
bn:00082472v	[erkennen]	279
bn:00083294v	[]	279
bn:00072566n	[gesellschaft, gesellschaftsmodell, gesellschaftstheorie, gesellschaften, gesellschaftliche]	278
bn:00092103v	[zu_schützen]	277
bn:00085279v	[kollaborieren, kooperieren, zusammenarbeiten]	277
bn:00082868v	[verknüpfen]	276
bn:00094862v	[sagen]	275
bn:00084413v	[sich_erinnern, errinnern, erinnern]	275
bn:00107028a	[mehrere]	275
bn:00078931n	[vereinte_nationen, uno, un, völkergemeinschaft, organisation_der_vereinten_nationen, vn, organisation_des_nations_unies, united_nations, united_nations_organization, uno-programm, vereinten_nationen, u.n]	275
bn:00088637v	[]	274
bn:00083184v	[existieren, sein, bestehen]	273
bn:00088629v	[laufen, funktionieren, gehen]	271
bn:00019948n	[nähe]	271
bn:00106059a	[wenig]	270
bn:00012059n	[buch, papierbuch, bücher]	268
bn:00105982a	[wahrscheinlichen]	268
bn:00088992v	[]	266
bn:00019281n	[bürger]	265
bn:00106058a	[kleinen]	264
bn:00084526v	[]	264
bn:00116348r	[nicht, nicht_mehr]	264
bn:13752152r	[andernfalls, anders, ansonsten, sonst]	263
bn:00088733v	[haben]	263
bn:00082877v	[absichern, garantieren, sichern, zu_gewährleisten, zu_versichern]	262
bn:00082728v	[arrestieren, festnehmen, schnappen, verhaften]	261
bn:00082622v	[den_mund_aufmachen, einsetzen, eintreten, sagen, sich_ausdrücken]	261
bn:00083222v	[entbinden, gebären, zur_welt_bringen]	260
bn:00114178r	[]	260
bn:00083414v	[von_vorteil_sein, profitieren]	260
bn:00007309n	[auto, automobil, kraftwagen, wagen, kraftfahrzeug, pkw, personenkraftwagen, personenwagen, benzinkutsche, klassische_automobile, autos]	260
bn:00079152n	[universität, uni, akademie, hochschule, forschungsuniversität, forschungsuniversitäten, status_einer_universität, universitäten, volluniversität]	257
bn:00110469a	[]	256
bn:00047172n	[website, internetauftritt, internetpräsenz, webangebot, webauftritt, webpräsenz, netzauftritt, internetangebot, internetplattform, internetseite, netzpräsenz, online-angebot, webstelle, site, internet-plattform, online-portal, onlineportal, web-portal, web-site, webportal, grothendieck-topologie, grothendieck_website, web-publishing, webseite, websites]	255
bn:00082788v	[ankommen, kommen]	253
bn:00085429v	[investieren]	253
bn:00027976n	[arzt, mediziner, ärztin, doktor, doktorin, medizinerin, dipl.-med., ärzte, ärzteschaft, humanmediziner, ärztinnen, arztberuf, arzttum, medical_officer]	253
bn:00019459n	[klarheit, deutlichkeit, lucidness]	252
bn:00088913v	[bewegen, gehen]	252
bn:00007011n	[versuch, versuchen]	252
bn:00102387a	[]	251
bn:00086430v	[ableiten, folgern, herleiten, schließen, schlussfolgern, schlüsse_ziehen]	250
bn:00010392n	[gesetzentwurf, gesetzesentwurf, gesetzesvorlage, referentenentwurf, regierungsentwurf, rege, gesetz_unterzeichnet, rechnung]	249
bn:00115530r	[gut]	247
bn:00032768n	[religion, glaube, gläubiger, religiöser_glaube, gläubige, vertrauen, glauben, gläubig, historische_religion, religio, glaubensfreiheit, glaubensrichtungen, religionen, religiösen_glauben, religiösen_tradition, religiösen_überzeugungen]	247
bn:00051760n	[standort, lage, geographische_lage, ort, platz, koordinate]	247
bn:00014136n	[geschäft, unternehmen_betreffen, unternehmensorganisation]	246
bn:00041881n	[grund]	246
bn:00066998n	[]	246
bn:00084089v	[verdienen, machen, zu_verdienen]	245
bn:00086717v	[hassen, verabscheuen, nicht_mögen, hasse]	244
bn:00021366n	[vollständigkeit]	244
bn:00026684n	[deutschland, bundesrepublik_deutschland, brd, br_deutschland, de, ger, bundesdeutsches_recht, federal_republik_of_germany, liste_der_deutschen_bundesländer, recht_deutschlands, sprachen_in_deutschland, teutschland, vereinigtes_deutschland]	244
bn:00083196v	[planen]	243
bn:00087576v	[anstellen, einstellen, mieten]	242
bn:00083545v	[schuld]	241
bn:00106121a	[alleinstehend, einsiedlerisch]	241
bn:00007875n	[schlecht, schlechtigkeit]	240
bn:00085007v	[zitieren]	239
bn:00114869r	[natürlich]	238
bn:00060643n	[eltern, elternteil, elternschaft, el­te, biologische_elternschaft, elternhaus, elternrolle, genetische_elternschaft, kindeseltern, soziale_elternschaft, biologischen_eltern, elterlichen]	238
bn:00001128n	[aktivität]	237
bn:00092421v	[antworten, reagieren]	236
bn:01031734n	[newt_gingrich, gingrich-revolution, newton_l._gingrich, newton_leroy_gingrich, republican_revolution]	235
bn:00003132n	[alternative, auswahl, entscheidung, wahl]	234
bn:00026152n	[demokratische_partei, democrat_party_of_the_united_states, democrats, united_states_democratic_party]	232
bn:00113852a	[ganze]	232
bn:00086453v	[verteidigen]	232
bn:00071695n	[einfachheit]	231
bn:00084931v	[wählen, nehmen, auswählen]	230
bn:00023301n	[tribunal, gericht, gerichtssaal, gerichtshof, gerichte]	230
bn:00021395n	[teil, bauelement, komponente, vektor, vektoraddition, vektorsumme]	229
bn:00082638v	[bekanntgeben, bekanntmachen, deklarieren, verkünden]	228
